sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra
M,Mendoza,34,Empleado,20,Económica,5322.63,Sí,16962,509,1,Web
M,Buenos Aires,65,Otro,6,Ejecutiva,5398.06,No,0,4898,11,Aeropuerto
F,Santa Fe,55,Empleado,2,Económica,717.69,No,0,2749,32,Aeropuerto
F,Santander,38,Ingeniero,10,Económica,1460.9,Sí,7794,5612,17,App
M,Salta,40,Empleado,12,Económica,3549.51,No,0,2659,41,Web
F,Mendoza,18,Empleado,20,Ejecutiva,7689.16,No,0,999,11,App
No binario,Misiones,40,Ingeniero,10,Ejecutiva,4064.98,No,0,3000,48,Agencia
M,Córdoba,61,Docente,13,Económica,1452.19,No,0,944,4,Aeropuerto
M,Entre Ríos,35,Docente,18,Ejecutiva,5408.13,No,0,1050,7,App
M,Salta,18,Estudiante,6,Económica,1661.63,No,0,439,15,App
F,CABA,44,Ingeniero,4,Económica,870.84,No,0,3378,61,App
F,Santander,50,Empresario,36,Económica,7549.43,Sí,25810,2259,26,App
M,Los Santos,50,Empresario,16,Económica,2150.92,No,0,2620,92,App
F,Chaco,35,Ingeniero,1,Económica,294.07,No,0,4905,4,Aeropuerto
F,Salta,33,Ejecutivo,47,Económica,12645.69,Sí,37096,4003,14,Web
F,Tucumán,62,Médico,8,Económica,1833.11,No,0,3450,51,App
F,Valle del Cauca,40,Empleado,1,Económica,217.23,No,0,1068,6,Aeropuerto
M,Antioquia,49,Docente,17,Ejecutiva,11059.97,No,0,2302,13,App
F,Bahia,38,Ingeniero,6,Económica,2360.97,Sí,5059,2592,35,Aeropuerto
F,Salta,61,Empleado,19,Ejecutiva,10118.64,Sí,37320,1648,11,Web
M,São Paulo,59,Contador,20,Económica,2784.75,No,0,3142,6,App
F,Antioquia,34,Empleado,3,Económica,660.98,No,0,1066,4,Web
F,Bahia,32,Ingeniero,9,Económica,2874.22,No,0,3480,37,App
F,Buenos Aires,24,Empleado,20,Económica,7976.95,No,0,1699,9,App
M,CABA,36,Comerciante,9,Económica,1258.26,No,0,1936,3,Web
M,Salta,37,Contador,9,Económica,3038.28,No,0,1658,57,App
F,CABA,36,Empresario,51,Económica,11614.31,No,0,1950,8,App
M,CABA,19,Empleado,24,Ejecutiva,7301.36,No,0,807,0,Web
F,Entre Ríos,38,Arquitecto,1,Económica,96.92,No,0,3316,21,Web
F,Mendoza,56,Otro,11,Económica,2443.74,Sí,3670,3180,13,Agencia
M,Tucumán,32,Ingeniero,16,Ejecutiva,5031.26,No,0,7402,20,Web
M,Los Santos,48,Contador,20,Económica,4242.3,No,0,2898,8,Web
F,Santa Fe,40,Docente,17,Económica,3127.11,Sí,14049,1162,43,Web
F,Chaco,44,Comerciante,11,Económica,3033.86,No,0,1789,32,Web
M,Los Santos,41,Otro,19,Ejecutiva,10251.71,No,0,2515,9,Web
F,Paraná,59,Empleado,16,Económica,2975.42,No,0,1101,1,Aeropuerto
F,Atlántico,31,Profesional independiente,12,Económica,1312.51,No,0,4417,13,Aeropuerto
F,Tucumán,23,Otro,19,Económica,4602.9,No,0,4070,28,Web
M,Bolívar,54,Deportista,30,Económica,2964.52,Sí,28634,349,39,App
M,Tucumán,49,Otro,17,Económica,4686.81,Sí,13311,2452,36,Web
F,Santa Fe,52,Empleado,20,Económica,4932.54,No,0,1695,14,App
M,Nariño,58,Empleado,5,Económica,1557.0,No,0,1533,3,Aeropuerto
M,Colón,36,Abogado,16,Económica,2794.99,No,0,958,17,Web
M,Córdoba,51,Arquitecto,7,Económica,2102.2,No,0,3105,25,Web
M,Buenos Aires,18,Empleado,2,Económica,726.19,No,0,1149,20,App
F,Valle del Cauca,36,Arquitecto,11,Económica,3052.93,No,0,3353,6,Agencia
F,Los Santos,42,Ingeniero,8,Ejecutiva,2587.84,No,0,2287,3,App
M,Salta,22,Estudiante,2,Económica,396.74,Sí,1155,558,33,Web
M,Córdoba,63,Jubilado,13,Económica,1698.83,No,0,1059,18,Web
F,Tucumán,55,Docente,3,Ejecutiva,1281.75,Sí,6848,1598,13,Web
M,Tolima,33,Empleado,14,Económica,4696.44,No,0,813,6,Agencia
M,Salta,41,Médico,25,Económica,7936.79,No,0,6058,4,Web
M,Tucumán,21,Estudiante,2,Económica,350.98,No,0,583,40,Web
F,Salta,44,Empleado,22,Económica,3687.46,No,0,1221,23,Aeropuerto
F,Rio Grande do Sul,52,Empresario,10,Económica,1088.58,No,0,2974,8,App
M,Córdoba,34,Empleado,21,Económica,6066.18,Sí,18820,1738,4,Web
M,Santander,52,Empleado,17,Ejecutiva,11309.47,No,0,1912,0,Web
F,Chaco,33,Profesional independiente,19,Económica,6540.54,No,0,2565,6,Web
F,Minas Gerais,43,Docente,20,Económica,2133.04,No,0,1156,45,Web
M,Colón,25,Ejecutivo,27,Económica,6172.43,No,0,6935,21,App
F,Herrera,40,Abogado,15,Ejecutiva,8076.03,Sí,16550,7376,11,App
M,Herrera,25,Comerciante,2,Ejecutiva,1231.75,No,0,2296,31,Web
F,Bolívar,18,Empleado,15,Económica,4237.7,Sí,5543,1468,5,Web
F,Nariño,30,Empleado,8,Económica,947.64,No,0,2265,33,Web
F,Buenos Aires,49,Ingeniero,13,Económica,1088.74,No,0,3125,14,Aeropuerto
F,Antioquia,50,Docente,5,Económica,1400.26,No,0,2127,15,App
F,Buenos Aires,47,Empleado,15,Económica,5355.96,No,0,2346,19,Web
M,Córdoba,20,Estudiante,6,Económica,624.76,No,0,448,35,Web
M,Valle del Cauca,24,Docente,8,Ejecutiva,4479.09,No,0,1706,9,App
F,Entre Ríos,31,Docente,24,Económica,1812.77,No,0,1404,7,Web
M,Buenos Aires,40,Empleado,20,Ejecutiva,15762.79,Sí,35695,1720,1,Agencia
F,Pernambuco,49,Docente,16,Económica,3893.24,No,0,950,15,Aeropuerto
F,Córdoba,48,Contador,10,Económica,1340.8,No,0,2528,2,Agencia
M,Salta,19,Estudiante,3,Económica,982.42,No,0,432,19,App
M,Minas Gerais,35,Empleado,17,Económica,5174.58,No,0,615,6,Aeropuerto
F,Nariño,49,Comerciante,14,Económica,3651.89,No,0,1616,6,Web
M,Atlántico,37,Docente,16,Ejecutiva,11324.19,No,0,1989,1,App
M,Cundinamarca,31,Médico,10,Ejecutiva,5863.73,Sí,19448,7346,4,App
M,Bolívar,18,Empleado,13,Económica,3845.21,No,0,1146,10,Web
F,Córdoba,29,Profesional independiente,8,Ejecutiva,5128.48,No,0,2341,18,App
F,Rio Grande do Sul,34,Empleado,1,Económica,285.87,No,0,1241,69,Web
M,Atlántico,53,Médico,23,Ejecutiva,8773.17,No,0,8097,36,Agencia
F,Entre Ríos,24,Contador,8,Económica,667.67,No,0,2618,26,App
F,Atlántico,38,Empleado,10,Económica,955.61,No,0,1773,28,Web
F,Mendoza,44,Otro,7,Económica,1270.82,No,0,1841,67,Web
F,Bahia,37,Comerciante,20,Económica,4199.97,No,0,1272,10,App
M,Colón,46,Empresario,59,Económica,20036.47,Sí,29589,2872,13,Agencia
M,Santander,21,Empleado,24,Económica,4763.87,No,0,1142,37,App
F,Tolima,27,Otro,8,Económica,2693.65,No,0,2243,4,Web
F,Herrera,39,Profesional independiente,21,Económica,2780.37,No,0,1905,78,Web
M,Tolima,28,Médico,8,Económica,2906.3,No,0,2956,7,Web
M,CABA,46,Empleado,3,Económica,859.52,No,0,2361,6,App
F,Chaco,59,Empresario,19,Económica,5730.14,Sí,15706,6021,20,Agencia
F,Rio de Janeiro,35,Profesional independiente,7,Económica,2053.33,Sí,3305,3442,41,App
M,Santa Fe,40,Otro,22,Económica,2919.49,No,0,1396,30,App
F,Buenos Aires,37,Arquitecto,3,Ejecutiva,1837.46,Sí,8460,3074,91,App
M,Entre Ríos,29,Docente,14,Económica,2428.13,No,0,947,7,App
F,Córdoba,28,Profesional independiente,12,Económica,2279.09,Sí,4576,690,2,Web
F,Chaco,49,Profesional independiente,14,Ejecutiva,8337.47,No,0,4714,2,Web
F,Misiones,25,Empleado,15,Económica,4104.85,No,0,2532,18,App
M,Paraná,40,Docente,12,Económica,1321.76,No,0,677,20,Web
F,Chaco,48,Ejecutivo,60,Económica,23544.43,No,0,2385,12,Web
M,Santa Fe,39,Comerciante,15,Económica,4139.95,No,0,790,28,App
F,Valle del Cauca,37,Ingeniero,5,Ejecutiva,3554.87,No,0,3773,10,App
M,Rio de Janeiro,46,Arquitecto,19,Económica,4978.79,Sí,13622,973,46,App
F,Rio Grande do Sul,43,Empleado,15,Económica,2786.21,No,0,1147,5,App
F,CABA,25,Profesional independiente,15,Ejecutiva,7013.35,No,0,2428,6,App
M,Tucumán,38,Arquitecto,2,Económica,249.25,No,0,3765,1,Web
F,CABA,26,Otro,20,Ejecutiva,8489.21,No,0,3068,22,Web
M,Mendoza,31,Ingeniero,8,Económica,1769.57,No,0,3371,42,Web
M,Buenos Aires,44,Empleado,18,Económica,6949.57,No,0,1152,20,Web
F,Chaco,18,Estudiante,7,Económica,1961.83,No,0,450,19,App
F,Córdoba,37,Ejecutivo,19,Económica,5252.82,Sí,7916,3476,5,App
M,Rio de Janeiro,23,Estudiante,2,Económica,536.61,No,0,513,9,App
M,Salta,44,Deportista,76,Económica,9253.73,No,0,600,48,Agencia
M,Minas Gerais,50,Ingeniero,17,Ejecutiva,12461.92,No,0,3825,74,Aeropuerto
M,Nariño,38,Docente,3,Económica,551.76,Sí,3062,1623,6,Web
F,Córdoba,31,Abogado,17,Económica,3123.79,No,0,6057,6,Web
M,Entre Ríos,51,Arquitecto,20,Ejecutiva,6658.04,No,0,4499,5,Web
F,Rio de Janeiro,18,Empleado,19,Económica,2437.57,No,0,958,2,App
F,Paraná,29,Profesional independiente,15,Económica,2252.64,No,0,2547,7,App
F,Pernambuco,18,Empleado,4,Económica,1424.81,No,0,1778,120,Web
M,Herrera,51,Profesional independiente,16,Económica,4179.34,Sí,13108,4518,10,Aeropuerto
M,Salta,42,Arquitecto,15,Económica,3881.03,No,0,4768,6,App
M,Córdoba,31,Empresario,49,Económica,12906.58,No,0,2484,7,Aeropuerto
M,Antioquia,32,Profesional independiente,20,Económica,5446.25,No,0,2407,17,Agencia
M,Pernambuco,22,Estudiante,7,Económica,1773.13,No,0,403,101,App
F,São Paulo,53,Profesional independiente,21,Ejecutiva,8964.58,No,0,5137,18,App
M,Rio Grande do Sul,28,Empleado,9,Económica,1343.81,No,0,1114,32,Web
F,Antioquia,38,Empleado,12,Económica,1364.65,No,0,1930,7,App
M,Chaco,29,Profesional independiente,20,Económica,1829.89,No,0,791,43,Aeropuerto
M,Valle del Cauca,39,Ingeniero,18,Económica,1593.33,No,0,2723,10,App
F,Herrera,33,Ejecutivo,25,Económica,3241.56,No,0,4030,15,App
M,Chaco,46,Profesional independiente,3,Ejecutiva,1490.13,No,0,2296,3,Agencia
M,CABA,38,Profesional independiente,14,Económica,4638.58,No,0,1577,46,Aeropuerto
M,Bolívar,37,Profesional independiente,14,Ejecutiva,4997.81,No,0,1895,58,App
M,Entre Ríos,46,Contador,14,Económica,3427.07,No,0,1589,0,Web
F,Entre Ríos,39,Abogado,20,Económica,5693.62,No,0,4843,36,Web
F,Misiones,28,Profesional independiente,6,Económica,684.87,Sí,3144,1937,0,App
F,Bolívar,29,Ingeniero,9,Económica,2135.67,No,0,3681,1,App
F,Tolima,48,Docente,7,Económica,1022.75,No,0,1229,19,Aeropuerto
M,Nariño,43,Empleado,9,Económica,1543.01,No,0,1042,45,Web
M,Valle del Cauca,42,Empresario,10,Económica,3423.38,No,0,8100,14,App
M,Rio de Janeiro,29,Docente,10,Económica,2489.17,Sí,9740,1083,2,Web
M,Salta,32,Profesional independiente,22,Económica,5146.0,No,0,1281,37,Agencia
M,Salta,46,Profesional independiente,12,Económica,2732.38,No,0,4145,31,Web
F,Minas Gerais,26,Empleado,2,Económica,368.88,No,0,1042,3,App
M,Misiones,31,Empresario,59,Económica,12730.52,No,0,1712,10,Aeropuerto
F,Antioquia,53,Empleado,15,Económica,1755.03,Sí,5235,1114,23,Aeropuerto
F,Colón,67,Jubilado,2,Económica,225.46,No,0,705,4,Aeropuerto
F,Santander,41,Docente,17,Económica,1813.37,No,0,1300,32,Aeropuerto
F,Entre Ríos,60,Otro,18,Económica,2687.61,No,0,1648,3,Agencia
F,Salta,27,Comerciante,17,Económica,4521.19,No,0,1637,33,Aeropuerto
F,Chaco,44,Empleado,16,Económica,4027.95,No,0,2280,21,Web
F,Entre Ríos,18,Empleado,9,Económica,1090.97,No,0,2590,9,App
M,Chaco,58,Arquitecto,11,Económica,2647.04,Sí,3701,2635,60,Agencia
F,Veraguas,22,Empleado,10,Económica,900.6,No,0,1509,12,Agencia
F,Entre Ríos,35,Comerciante,6,Económica,619.63,No,0,2895,38,App
M,Herrera,34,Docente,18,Económica,3139.94,No,0,928,14,Web
M,Mendoza,50,Abogado,10,Ejecutiva,2741.16,Sí,23095,6066,3,Web
F,Rio de Janeiro,42,Ingeniero,7,Económica,1169.76,No,0,4146,0,Web
F,Valle del Cauca,45,Ejecutivo,39,Económica,11737.82,Sí,17876,2540,8,App
M,Chaco,51,Otro,15,Económica,3161.17,No,0,2314,29,App
F,Herrera,50,Otro,20,Económica,2737.89,No,0,1073,16,App
F,Santa Fe,30,Docente,9,Económica,1979.38,No,0,937,14,Web
F,Atlántico,32,Docente,16,Ejecutiva,6226.57,No,0,1279,3,App
M,Herrera,48,Contador,18,Ejecutiva,6657.11,No,0,1349,38,App
F,Buenos Aires,43,Contador,24,Económica,4758.62,Sí,15984,2315,4,Web
M,CABA,19,Estudiante,7,Económica,2036.93,No,0,321,34,App
F,Atlántico,18,Empleado,5,Económica,852.27,No,0,3091,1,App
F,Bolívar,36,Profesional independiente,9,Económica,2678.79,No,0,1749,61,Web
F,Santa Fe,43,Docente,5,Ejecutiva,1252.53,Sí,12713,855,7,Web
F,Pernambuco,34,Empleado,18,Económica,4900.0,Sí,14231,950,38,Web
M,Córdoba,56,Docente,10,Económica,2820.95,No,0,1237,24,Web
F,Pernambuco,42,Empresario,31,Ejecutiva,8594.63,No,0,7902,7,Web
M,Veraguas,18,Estudiante,5,Económica,663.55,No,0,317,7,Agencia
F,Rio Grande do Sul,18,Estudiante,4,Económica,1514.64,No,0,484,35,App
F,Valle del Cauca,30,Ingeniero,15,Económica,5994.27,No,0,4077,16,App
F,Panamá,29,Comerciante,19,Ejecutiva,8331.56,No,0,1793,11,App
F,Rio de Janeiro,34,Empleado,23,Económica,7765.68,Sí,20649,1592,64,Agencia
M,Mendoza,24,Ejecutivo,28,Ejecutiva,11871.78,No,0,3768,1,App
F,Bahia,39,Arquitecto,21,Económica,6105.15,No,0,2870,2,Web
F,Mendoza,31,Profesional independiente,6,Económica,1134.76,No,0,2093,19,Web
F,Santa Fe,38,Empleado,12,Económica,3158.45,No,0,1230,40,App
M,Misiones,25,Empleado,13,Económica,1761.19,No,0,1802,6,Aeropuerto
F,Atlántico,44,Profesional independiente,4,Ejecutiva,1725.02,No,0,3890,36,App
No binario,Salta,36,Contador,9,Económica,2187.78,No,0,1900,6,Agencia
M,Cundinamarca,18,Estudiante,1,Económica,112.7,No,0,310,1,Agencia
M,Valle del Cauca,32,Ingeniero,21,Económica,4523.43,No,0,2428,30,Aeropuerto
M,Entre Ríos,47,Ingeniero,22,Económica,2653.01,No,0,3597,75,App
F,Santander,44,Comerciante,3,Económica,944.4,No,0,2619,23,Agencia
F,Buenos Aires,18,Estudiante,2,Económica,634.84,No,0,371,36,App
F,Bahia,32,Comerciante,24,Económica,6829.25,No,0,1878,32,Web
M,Chaco,42,Empleado,19,Económica,5908.24,Sí,5844,1418,1,App
M,Cundinamarca,26,Otro,18,Económica,3767.12,No,0,799,21,App
F,Santander,35,Contador,17,Económica,2409.51,No,0,2983,77,App
M,Atlántico,39,Comerciante,15,Económica,2587.77,No,0,2450,5,Web
M,Los Santos,20,Estudiante,2,Económica,336.26,No,0,323,28,App
M,Entre Ríos,32,Empleado,20,Económica,5636.78,No,0,1079,67,Web
M,Bolívar,54,Empleado,20,Económica,3002.72,No,0,912,29,Agencia
F,Rio de Janeiro,36,Ingeniero,3,Ejecutiva,1786.4,No,0,3545,73,App
M,Chiriquí,26,Empleado,16,Económica,2684.16,Sí,9598,1887,40,App
M,Misiones,30,Arquitecto,18,Económica,4145.54,Sí,6746,2743,21,Web
M,Tolima,26,Docente,22,Económica,2521.09,Sí,6545,680,28,App
M,Cundinamarca,33,Empleado,13,Económica,2368.99,No,0,1506,36,App
F,Mendoza,37,Comerciante,24,Económica,3540.77,No,0,2000,4,Web
F,Minas Gerais,37,Comerciante,21,Económica,6610.44,No,0,1326,54,Web
F,CABA,35,Comerciante,14,Económica,2176.42,Sí,6387,3338,1,App
F,Antioquia,40,Empleado,5,Económica,460.88,No,0,1385,12,Web
F,Minas Gerais,50,Comerciante,7,Económica,781.78,Sí,4558,2825,6,App
M,Veraguas,45,Docente,2,Económica,619.74,No,0,1563,17,Agencia
M,Antioquia,40,Comerciante,8,Ejecutiva,3820.85,Sí,14156,1842,19,App
F,Nariño,51,Ingeniero,7,Económica,1377.78,No,0,2473,44,App
F,Entre Ríos,49,Comerciante,22,Económica,6628.49,No,0,2687,71,App
M,Antioquia,47,Profesional independiente,5,Económica,1188.88,No,0,3945,59,App
F,Misiones,40,Abogado,21,Ejecutiva,12130.76,No,0,4117,43,Web
F,Los Santos,61,Empleado,24,Económica,7904.04,No,0,1451,91,Agencia
M,Santander,53,Empleado,13,Ejecutiva,8832.55,No,0,994,5,Agencia
M,Santander,18,Estudiante,6,Económica,1666.89,No,0,368,119,App
F,Minas Gerais,32,Empleado,17,Ejecutiva,10662.52,Sí,37295,1388,2,Agencia
M,Rio de Janeiro,43,Contador,11,Económica,2605.26,Sí,10401,2328,0,App
F,Antioquia,18,Estudiante,1,Ejecutiva,429.97,No,0,300,18,Web
F,Tucumán,24,Profesional independiente,18,Económica,5284.38,No,0,5187,32,Web
F,Minas Gerais,31,Profesional independiente,20,Económica,2596.29,No,0,2045,32,Web
M,Salta,51,Docente,17,Ejecutiva,5995.36,Sí,30645,922,15,App
M,Bolívar,33,Empleado,7,Económica,1111.6,Sí,3410,1390,5,Web
F,Antioquia,39,Otro,22,Económica,5864.25,No,0,1973,14,Agencia
F,Cundinamarca,47,Arquitecto,22,Económica,7821.85,No,0,2606,10,App
M,Misiones,31,Deportista,41,Económica,8017.48,No,0,300,3,Aeropuerto
M,Santander,37,Docente,11,Económica,1119.67,No,0,847,36,App
F,Entre Ríos,59,Empleado,23,Económica,6504.48,No,0,1126,22,Agencia
M,Salta,57,Docente,16,Económica,4196.92,No,0,1719,36,Aeropuerto
F,Los Santos,57,Empleado,13,Económica,1467.45,Sí,6627,1793,14,Web
F,Tolima,18,Empleado,17,Económica,2908.29,No,0,1541,42,Web
M,Valle del Cauca,19,Empleado,3,Económica,248.66,Sí,1241,970,5,Web
M,Pernambuco,21,Empleado,15,Económica,1630.08,No,0,2114,50,App
M,Bolívar,51,Deportista,41,Económica,3465.35,Sí,25734,1157,1,Web
M,Misiones,18,Empleado,10,Económica,958.18,Sí,4894,1283,6,Web
F,Entre Ríos,48,Empleado,2,Económica,642.2,No,0,1349,15,Web
M,Tucumán,33,Otro,15,Económica,1543.3,No,0,1410,111,Web
M,Atlántico,57,Otro,7,Económica,2098.7,No,0,1333,5,Agencia
F,Entre Ríos,51,Docente,8,Económica,1192.47,Sí,4277,1477,12,Web
M,Córdoba,54,Empresario,17,Económica,6174.63,Sí,6830,7184,44,Web
M,Misiones,27,Comerciante,14,Ejecutiva,9215.8,Sí,19100,4107,23,Web
M,Bolívar,31,Empleado,18,Económica,4635.79,No,0,1893,19,App
M,Bolívar,34,Ingeniero,14,Económica,2485.05,Sí,4039,2308,1,App
M,Bolívar,48,Profesional independiente,13,Económica,1607.99,No,0,2813,5,Web
F,Minas Gerais,50,Médico,24,Económica,4390.59,Sí,15593,7907,4,Web
F,Tucumán,56,Empresario,35,Ejecutiva,17463.93,Sí,35204,7118,39,Web
M,Veraguas,33,Docente,18,Económica,6602.89,No,0,1935,10,Web
F,Nariño,30,Médico,11,Ejecutiva,7479.36,Sí,8550,5688,2,App
F,Chaco,55,Médico,21,Económica,5009.8,Sí,20899,6784,26,App
F,Salta,47,Contador,24,Ejecutiva,7553.4,No,0,2119,5,App
M,Veraguas,18,Estudiante,1,Económica,345.84,No,0,546,26,App
F,Chiriquí,49,Ingeniero,21,Económica,7401.48,No,0,4256,6,Web
M,Minas Gerais,50,Contador,13,Económica,1447.36,No,0,1864,0,Aeropuerto
F,Pernambuco,29,Ingeniero,6,Económica,804.88,No,0,1237,26,Web
M,Tolima,19,Estudiante,3,Económica,1001.84,Sí,1169,598,2,Aeropuerto
M,Entre Ríos,33,Ingeniero,8,Económica,2286.07,Sí,3271,3636,13,Web
M,Entre Ríos,57,Docente,23,Económica,6898.76,No,0,925,21,Agencia
M,Cundinamarca,34,Docente,9,Económica,1381.49,No,0,1174,6,Web
F,Córdoba,54,Profesional independiente,13,Económica,1872.13,No,0,2980,22,Web
M,Santander,51,Médico,11,Ejecutiva,7789.12,No,0,6081,11,Aeropuerto
F,Atlántico,27,Profesional independiente,9,Económica,750.96,No,0,2857,2,App
F,Entre Ríos,33,Profesional independiente,7,Económica,1166.59,No,0,1201,27,App
M,CABA,24,Ingeniero,4,Económica,851.61,No,0,3273,4,App
F,Tucumán,32,Otro,15,Económica,4229.2,No,0,1099,3,Web
M,Tucumán,21,Estudiante,2,Económica,676.67,Sí,860,369,5,App
M,Santa Fe,41,Ejecutivo,59,Económica,5604.67,No,0,3307,6,Agencia
F,Veraguas,39,Profesional independiente,15,Económica,5307.88,No,0,3706,10,App
F,Misiones,27,Arquitecto,22,Económica,1960.33,No,0,2673,6,Web
M,São Paulo,31,Abogado,12,Económica,1456.28,No,0,6942,42,Aeropuerto
M,São Paulo,48,Otro,22,Económica,5774.35,No,0,1026,21,App
M,Mendoza,46,Ingeniero,1,Ejecutiva,694.28,No,0,4040,23,App
F,Panamá,37,Empleado,18,Económica,6270.23,No,0,1494,13,App
F,Bolívar,26,Profesional independiente,2,Económica,267.15,No,0,1478,27,App
M,Antioquia,45,Médico,12,Primera clase,23979.59,Sí,35858,7054,4,Web
F,Nariño,41,Abogado,21,Económica,3013.01,Sí,19609,3237,32,Web
M,Salta,56,Empleado,24,Económica,3961.26,No,0,974,10,Agencia
F,Rio Grande do Sul,37,Otro,18,Económica,1695.93,No,0,2221,7,App
F,Chiriquí,34,Docente,17,Ejecutiva,6491.16,No,0,1402,24,App
M,Los Santos,36,Deportista,66,Económica,5989.82,Sí,19349,3309,4,App
F,Salta,42,Empleado,24,Económica,6479.16,No,0,1280,16,App
M,Veraguas,38,Deportista,28,Económica,3632.5,No,0,2357,48,Agencia
F,Cundinamarca,45,Empleado,1,Económica,117.58,Sí,903,2068,9,Web
F,Nariño,37,Docente,14,Económica,4118.59,No,0,1802,7,Web
F,Pernambuco,18,Estudiante,5,Económica,1741.13,Sí,3756,415,0,App
M,Córdoba,43,Comerciante,16,Ejecutiva,8351.75,Sí,24135,1929,20,Web
F,Tucumán,44,Profesional independiente,19,Económica,3752.51,No,0,1930,25,Web
F,Bahia,41,Docente,5,Económica,973.8,Sí,3347,1319,4,Agencia
M,Antioquia,47,Deportista,78,Económica,24073.08,No,0,729,0,App
F,Córdoba,42,Empleado,17,Económica,2900.05,No,0,1643,26,App
F,Santa Fe,23,Estudiante,7,Económica,2500.14,Sí,4458,449,79,App
F,Mendoza,66,Otro,1,Económica,117.7,Sí,1042,2925,12,Agencia
M,Mendoza,34,Otro,6,Económica,2102.83,Sí,1443,955,22,Agencia
M,Cundinamarca,24,Comerciante,7,Económica,1560.93,No,0,1432,13,Agencia
M,Entre Ríos,51,Profesional independiente,22,Ejecutiva,7582.48,No,0,3852,3,Agencia
M,CABA,36,Contador,11,Ejecutiva,8405.23,No,0,3636,10,App
F,Salta,36,Profesional independiente,10,Económica,2222.04,Sí,9348,1234,2,Agencia
M,Entre Ríos,46,Profesional independiente,7,Primera clase,9283.26,No,0,4131,18,Web
M,São Paulo,24,Comerciante,7,Económica,1911.36,Sí,2091,1772,4,App
M,Entre Ríos,49,Empresario,29,Económica,2876.38,No,0,6353,4,Web
F,Santa Fe,29,Empleado,20,Económica,4441.5,No,0,1872,13,Web
M,Rio Grande do Sul,36,Médico,26,Ejecutiva,19247.07,No,0,4827,8,Agencia
M,Buenos Aires,53,Empleado,18,Económica,1661.45,Sí,14158,1238,40,App
F,CABA,19,Empleado,15,Económica,3036.71,Sí,12837,1122,17,App
M,Antioquia,44,Ingeniero,21,Económica,4084.28,No,0,2250,8,Web
M,Entre Ríos,18,Empleado,24,Económica,5466.23,No,0,2236,12,App
M,Buenos Aires,18,Empleado,21,Económica,6280.47,Sí,14169,2542,24,App
M,Mendoza,51,Médico,21,Económica,4041.33,No,0,8072,74,Agencia
M,Nariño,36,Empleado,12,Económica,2732.5,Sí,3272,2504,0,Web
F,CABA,30,Empleado,1,Económica,73.45,No,0,1332,50,App
F,Paraná,36,Empleado,3,Económica,610.61,Sí,2026,1916,0,Agencia
M,Salta,27,Médico,19,Económica,3177.97,No,0,3709,2,App
M,Veraguas,36,Empleado,20,Ejecutiva,9257.22,Sí,24336,1361,26,Web
M,Panamá,18,Estudiante,7,Económica,1473.51,No,0,338,65,App
F,Córdoba,51,Médico,21,Ejecutiva,13044.71,No,0,6098,7,App
F,Santander,39,Médico,13,Económica,1952.4,No,0,3087,58,Web
M,Tucumán,18,Estudiante,2,Económica,542.19,No,0,461,8,App
F,Nariño,67,Jubilado,2,Económica,318.74,No,0,1203,61,Agencia
F,Antioquia,46,Empleado,22,Económica,2592.0,Sí,17223,697,41,App
M,Misiones,68,Otro,6,Económica,1334.91,No,0,994,6,Agencia
F,São Paulo,31,Médico,19,Ejecutiva,5207.34,No,0,5365,32,App
F,Entre Ríos,37,Médico,10,Ejecutiva,3268.74,No,0,2545,26,Web
F,Salta,32,Empresario,38,Ejecutiva,12261.38,No,0,5399,14,Web
F,Entre Ríos,68,Jubilado,14,Económica,3701.34,No,0,834,39,Agencia
F,Mendoza,51,Empleado,18,Económica,1807.56,No,0,1556,12,Aeropuerto
F,Paraná,41,Empleado,21,Ejecutiva,10881.56,No,0,2191,32,Aeropuerto
F,CABA,34,Ingeniero,11,Económica,1723.94,No,0,2557,13,App
M,Tolima,23,Estudiante,5,Económica,1017.03,No,0,476,34,Web
M,Veraguas,43,Otro,16,Económica,4583.67,No,0,1610,16,App
F,São Paulo,58,Otro,11,Económica,2889.62,Sí,9286,842,19,App
M,Nariño,52,Docente,22,Económica,3303.84,No,0,1107,13,App
M,Mendoza,40,Empleado,7,Económica,2491.43,Sí,7997,1747,15,Aeropuerto
M,Antioquia,37,Empleado,8,Ejecutiva,2155.18,No,0,1855,25,App
M,Rio Grande do Sul,38,Docente,19,Económica,3951.08,No,0,1771,12,Web
M,Santander,28,Abogado,6,Económica,930.02,Sí,3692,6840,5,Web
F,Bolívar,60,Ingeniero,13,Económica,3761.78,Sí,4869,4607,3,Agencia
F,Cundinamarca,48,Empleado,5,Ejecutiva,2733.42,No,0,1005,6,App
F,Entre Ríos,18,Estudiante,7,Económica,2373.51,Sí,6265,300,54,Web
